name,address,latitude,longitude,category_large,category_small,source_file
홈플러스(주) 익스프레스 화곡점,서울특별시 강서구 화곡로 153 (화곡동),37.5414945865523,126.838750382592,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
올림픽파크포레온 스테이션9,"서울특별시 강동구 양재대로 1300 (둔촌동, 올림픽파크포레온)",37.5249677176279,127.140290598327,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
GS THE FRESH 영등포구청역점,"서울특별시 영등포구 양산로23길 16, 당산 임대주택 106~108호 (당산동3가)",37.5252549815331,126.89824602977,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
올림픽파크포레온 스테이션5,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 (둔촌동)",37.5274758605763,127.137046059861,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
(주)이마트에브리데이 수유시장점,"서울특별시 강북구 도봉로67길 18, 수유시장 1층 (수유동)",37.6307289053601,127.022668132796,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
GS THE FRESH 강서등촌역점,서울특별시 강서구 공항대로61길 36 (염창동),37.552398113812,126.86615739045,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
광장시장,서울특별시 종로구 창경궁로 88 (예지동),37.5701196320637,126.999798964693,생활/편의,복합쇼핑몰,large_scale_shop_seoul_cleaned.csv
홈플러스(주)익스프레스 숭인점,서울특별시 종로구 종로 347 (숭인동),37.5740562569508,127.016000015149,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
동대문종합시장D동상가,"서울특별시 종로구 종로 266, 동대문종합시장D동상가  동 (종로6가)",37.5707064933341,127.007328677369,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
(주)영풍문고,서울특별시 종로구 청계천로 41 (서린동),37.5696679696981,126.982179278549,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
효성주얼리시티,"서울특별시 종로구 종로 183 (인의동, 효성주얼리시티)",37.5714476873524,126.998320034926,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
브라운스톤 창신상가,"서울특별시 종로구 지봉로 81 (창신동, 브라운스톤 창신)",37.5773757358987,127.015049677272,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
GS THE FRESH 광진중곡점,"서울특별시 광진구 천호대로 577, 1층 (중곡동)",37.5563945083391,127.082348007982,생활/편의,대형마트,large_scale_shop_seoul_cleaned.csv
동대문종합시장,서울특별시 종로구 종로 266 (종로6가),37.5707064933341,127.007328677369,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
종로1번지아케이트,서울특별시 종로구 종로 1 (종로1가),37.5709578373114,126.977928770123,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
동문시장,서울특별시 종로구 종로44길 14 (창신동),37.5705109506606,127.011127973709,생활/편의,시장,large_scale_shop_seoul_cleaned.csv
세운스퀘어,서울특별시 종로구 창경궁로 109 (인의동),37.5723490188717,126.997086146344,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
