상호명,주소,카테고리_대,카테고리_소,위도,경도
세븐일레븐고대,서울특별시 성북구 고려대로26길 45-1 45,생활/편의,편의점,37.584427704426,127.030195031491
동국스포츠,서울특별시 용산구 원효로 55 55,운동 시설,헬스장,37.5335599017766,126.95048981655
하백식품,서울특별시 구로구 구로동로20길 6-9 6,생활/편의,슈퍼마켓,37.4886083103421,126.885061878869
행복할인마트,서울특별시 서대문구 응암로 140 140 글로리빌딩,생활/편의,슈퍼마켓,37.5846712985888,126.915052853113
제니스스크린,서울특별시 구로구 안양천로539길 11 11,운동 시설,골프 연습장,37.5047119759708,126.870255461979
이마트24청담,서울특별시 강남구 도산대로78길 31 31,생활/편의,편의점,37.5222265743935,127.046369182254
유유패션,서울특별시 강북구 도봉로71가길 27 27,생활/편의,세탁소,37.6324792743112,127.02206890681
송파필라테스,서울특별시 송파구 오금로 198 198,운동 시설,요가/필라테스 학원,37.5079790799215,127.115816076537
초등마켓아이스크림쌍문점,서울특별시 도봉구 노해로60길 104 104 우측,생활/편의,슈퍼마켓,37.6470007237457,127.032543243135
청암한의원,서울특별시 광진구 면목로 112 112,의료,한의원,37.5635373538643,127.080101439431
슬기로운간식생활신림,서울특별시 관악구 난곡로63길 17 17,생활/편의,슈퍼마켓,37.4808929742556,126.913610236834
굿모닝마트,서울특별시 강북구 삼양로118길 45 45,생활/편의,반찬/식료품 소매업,37.6441926469216,127.018786443731
서울이잘난치과,서울특별시 노원구 동일로 1371 1371 현대프라자,의료,치과의원,37.6509536980039,127.061135131036
신세계아울렛마트,서울특별시 양천구 목동로3길 57 57 양천아파트,생활/편의,슈퍼마켓,37.5094601103797,126.862160321627
세계과자점,서울특별시 강북구 도봉로 207 207,생활/편의,슈퍼마켓,37.6270636602669,127.02547708931
닥터박치과의원,서울특별시 강북구 도봉로 337 337,의료,치과의원,37.6380196933725,127.025265562775
G마트,서울특별시 영등포구 디지털로 387 387,생활/편의,슈퍼마켓,37.4916421050449,126.902188390903
롯데마트,서울특별시 강서구 화곡로59길 33 33 자순빌딩,생활/편의,슈퍼마켓,37.5544673806672,126.849289056551
씨유화곡일등점,서울특별시 강서구 화곡로27가길 2 2,생활/편의,편의점,37.5422567049134,126.840781879769
행복중심서로살림농도소비자생활협동조합,서울특별시 영등포구 버드나루로23길 24 24,생활/편의,슈퍼마켓,37.5286768944907,126.906529608002
바늘과실,서울특별시 양천구 남부순환로80길 7-1 7,생활/편의,세탁소,37.5161247495508,126.83862038388
곰달래스파여탕매점,서울특별시 강서구 곰달래로 96 96 유림노르웨이숲,생활/편의,슈퍼마켓,37.5301515014811,126.843952767985
퍼스트성모안과의원,서울특별시 노원구 동일로 1405 1405 금융노원PL아파트,의료,안과 의원,37.6538283210157,127.060185578805
크로바마트,서울특별시 동대문구 전농로36길 20 20,생활/편의,슈퍼마켓,37.5852843411819,127.053620286525
우태하피부과,서울특별시 송파구 올림픽로 212 212 갤러리아팰리스,의료,피부/비뇨기과 의원,37.5107012773107,127.094239712073
바나나휘트니스,서울특별시 서대문구 가좌로 84 84 한승빌딩,운동 시설,헬스장,37.5806165280199,126.928167342428
성대물류,서울특별시 도봉구 도봉로136가길 24 24,생활/편의,슈퍼마켓,37.6577197463378,127.04110421627
김용호소아과의원,서울특별시 금천구 독산로 139 139,의료,내과/소아과 의원,37.4597034201969,126.904761852717
GS25관악한일점,서울특별시 관악구 승방2길 2 2 한일빌딩,생활/편의,편의점,37.4739582786955,126.981335383648
티피엠,서울특별시 송파구 올림픽로12길 39 39,운동 시설,요가/필라테스 학원,37.508096274284,127.083740590238
쎄일마트,서울특별시 강서구 곰달래로 168 168,생활/편의,슈퍼마켓,37.5307289881847,126.851599551487
사계절DC마트,서울특별시 은평구 갈현로 68-1 68 한양빌딩,생활/편의,슈퍼마켓,37.603976266954,126.910614280623
플러스디에이치,서울특별시 관악구 신사로 132 132,생활/편의,반찬/식료품 소매업,37.48873378023,126.916439330432
씨유성산책길,서울특별시 마포구 월드컵로32길 31 31 일부,생활/편의,편의점,37.5629237087346,126.906339698462
필라테스_에이미,서울특별시 강동구 고덕로 333 333 고덕그라시움아파트,운동 시설,요가/필라테스 학원,37.5561859976944,127.159315656601
세븐동교숲길점,서울특별시 마포구 동교로 232 232,생활/편의,편의점,37.5605760913565,126.9244742469
경희365한의원,서울특별시 동대문구 장한로 139 139,의료,한의원,37.5728952526105,127.071429041708
블루세탁,서울특별시 성북구 솔샘로6길 45 45,생활/편의,세탁소,37.6095329294637,127.007746659921
원더런드리,서울특별시 마포구 손기정로 8 8,생활/편의,셀프 빨래방,37.5575843748333,126.960693770771
미니할인마트,서울특별시 영등포구 영신로9길 9 9,생활/편의,슈퍼마켓,37.5126492624996,126.908065255473
나눔중앙마트,서울특별시 마포구 백범로 108 108,생활/편의,슈퍼마켓,37.5470986341669,126.943170680882
더무브먼트,서울특별시 마포구 동교로27길 102 102,운동 시설,헬스장,37.561951463134,126.919696528783
피티의정석,서울특별시 송파구 백제고분로 63 63 위너스오피스텔,운동 시설,테니스장,37.511045904364,127.078880316479
달보드레아이스크림,서울특별시 강북구 삼양로79길 27 27 일부,생활/편의,슈퍼마켓,37.6308224258218,127.016098162451
