RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2023,11530,구로구,10200,구로동,1,대지,0546,0017,오크트리빌구로1차,20240109,27050,28.97,19.98,3.0,,,2023.0,연립다세대,직거래,
2023,11440,마포구,12500,성산동,1,대지,0606,0006,혜원빌리지,20231231,53000,75.75,45.26,3.0,,,1993.0,연립다세대,중개거래,서울 마포구
2023,11290,성북구,13600,하월곡동,1,대지,0225,0000,래미안월곡,20231231,68500,59.75,0.0,2.0,,,2006.0,아파트,중개거래,서울 성북구
2023,11500,강서구,10300,화곡동,1,대지,1081,0006,드림파크빌,20231230,24000,58.26,33.28,5.0,,,2011.0,연립다세대,중개거래,서울 강서구
2023,11440,마포구,12600,중동,1,대지,0040,0012,현대,20231230,58000,59.54,0.0,1.0,,,2000.0,아파트,중개거래,서울 마포구
2023,11200,성동구,12200,용답동,1,대지,0235,0004,퀀텀뷰,20231229,43300,30.91,51.47,18.0,,,2023.0,오피스텔,직거래,
2023,11590,동작구,10200,상도동,1,대지,0299,0174,한마음빌,20231229,20500,46.75,24.26,4.0,,20240115,2002.0,연립다세대,중개거래,서울 동작구
2023,11200,성동구,12200,용답동,1,대지,0235,0004,퀀텀뷰,20231229,28300,19.55,30.5,6.0,,,2023.0,오피스텔,직거래,
2023,11545,금천구,10200,독산동,1,대지,1093,0004,한신아파트,20231229,59800,89.46,0.0,5.0,,,1991.0,아파트,중개거래,서울 금천구
2023,11500,강서구,10300,화곡동,1,대지,0151,0008,힐타운(151-8),20231229,18000,46.25,22.82,3.0,,,2002.0,연립다세대,중개거래,서울 강서구
2023,11200,성동구,12200,용답동,1,대지,0235,0004,퀀텀뷰,20231229,29100,19.55,30.5,13.0,,,2023.0,오피스텔,직거래,
2023,11305,강북구,10100,미아동,1,대지,0705,0001,한화 포레나 미아,20231229,113971,84.87,0.0,6.0,분양권,,0.0,아파트,중개거래,서울 강북구
2023,11110,종로구,15300,돈의동,,,,,,20231229,12972,13.22,13.2,,,,1970.0,단독다가구,직거래,
2023,11740,강동구,10800,성내동,1,대지,0436,0005,한솔빌라트,20231229,25800,61.11,37.33,3.0,,,2002.0,연립다세대,중개거래,서울 강동구
2023,11500,강서구,10400,가양동,1,대지,1460,0000,한강타운,20231229,105500,84.99,0.0,11.0,,,1993.0,아파트,중개거래,"서울 강서구, 서울 마포구"
2023,11200,성동구,12200,용답동,1,대지,0235,0004,퀀텀뷰,20231229,28300,19.55,30.5,5.0,,,2023.0,오피스텔,직거래,
2023,11305,강북구,10100,미아동,,,,,,20231229,53400,123.78,43.0,,,,1971.0,단독다가구,중개거래,서울 강북구
2023,11500,강서구,10300,화곡동,1,대지,0056,0594,파랑새빌라트(A동),20231229,24400,73.13,35.55,2.0,,,2000.0,연립다세대,중개거래,서울 강서구
2023,11200,성동구,12200,용답동,1,대지,0235,0004,퀀텀뷰,20231229,29100,19.55,30.5,18.0,,,2023.0,오피스텔,직거래,
2023,11200,성동구,12200,용답동,1,대지,0235,0004,퀀텀뷰,20231229,28800,19.55,30.5,7.0,,,2023.0,오피스텔,직거래,
2023,11305,강북구,10100,미아동,1,대지,0705,0001,한화 포레나 미아,20231229,113971,84.865,0.0,6.0,분양권,20240906,0.0,아파트,중개거래,서울 강북구
2023,11740,강동구,10800,성내동,,,,,,20231229,80000,202.5,132.0,,,,1989.0,단독다가구,직거래,
2023,11560,영등포구,11000,여의도동,1,대지,0047,0000,여의도자이,20231229,392000,210.38,0.0,21.0,,,2008.0,아파트,중개거래,서울 영등포구
2023,11530,구로구,10800,오류동,1,대지,0009,0231,오류동 삼전솔하임,20231229,23900,40.09,58.89,15.0,,,2020.0,오피스텔,중개거래,서울 구로구
2023,11650,서초구,10100,방배동,1,대지,0870,0031,방배블루힐,20231229,34000,33.63,20.55,4.0,,,2012.0,연립다세대,중개거래,서울 서초구
2023,11620,관악구,10200,신림동,1,대지,1695,0000,동부,20231229,37600,50.57,0.0,10.0,,,1993.0,아파트,직거래,
2023,11350,노원구,10500,상계동,1,대지,0706,0002,노원역 보미더클래스 오피스텔,20231229,18000,18.96,28.51,16.0,,,2023.0,오피스텔,직거래,
2023,11620,관악구,10200,신림동,1,대지,0685,0175,중앙타운D동,20231229,14700,30.33,19.38,3.0,,,1997.0,연립다세대,중개거래,서울 관악구
2023,11260,중랑구,10200,상봉동,1,대지,0087,0007,상봉팰리스,20231229,25500,31.41,9.93,9.0,,,2018.0,연립다세대,중개거래,서울 중랑구
2023,11305,강북구,10400,우이동,1,대지,0154,0023,상록수빌23,20231229,8500,23.94,17.6,1.0,,,2011.0,연립다세대,중개거래,서울 성북구
2023,11200,성동구,12200,용답동,1,대지,0235,0004,퀀텀뷰,20231229,28300,19.55,30.5,6.0,,,2023.0,오피스텔,직거래,
2023,11500,강서구,10900,방화동,1,대지,0612,0000,마곡킹덤펜타리움,20231229,28000,23.53,7.94,10.0,,,2021.0,연립다세대,중개거래,서울 강서구
2023,11560,영등포구,13300,대림동,1,대지,0946,0001,대림현대,20231229,57900,59.76,0.0,4.0,,,1999.0,아파트,중개거래,서울 영등포구
2023,11500,강서구,10100,염창동,1,대지,0253,0007,링크253,20231229,40000,40.74,19.21,3.0,,,2017.0,연립다세대,중개거래,서울 강서구
2023,11200,성동구,12200,용답동,1,대지,0235,0004,퀀텀뷰,20231229,43300,30.91,48.23,16.0,,,2023.0,오피스텔,직거래,
2023,11200,성동구,12200,용답동,1,대지,0235,0004,퀀텀뷰,20231229,29100,19.55,30.5,14.0,,,2023.0,오피스텔,직거래,
2023,11500,강서구,10100,염창동,1,대지,0252,0002,제니스알앤씨,20231228,31800,29.0,16.0,6.0,,20240402,2017.0,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,0253,0014,(253-14),20231228,6500,31.95,23.92,-1.0,,,1987.0,연립다세대,직거래,
2023,11740,강동구,10800,성내동,1,대지,0293,0005,(293-5),20231228,23800,38.87,28.77,3.0,,,2008.0,연립다세대,중개거래,서울 동대문구
2023,11530,구로구,10200,구로동,1,대지,0685,0070,현대연예인,20231228,60000,74.66,0.0,3.0,,,1989.0,아파트,중개거래,서울 구로구
2023,11380,은평구,10800,역촌동,1,대지,0026,0017,우성하이츠빌라,20231228,20800,42.72,17.7,1.0,,,1993.0,연립다세대,직거래,
2023,11710,송파구,10300,풍납동,1,대지,0252,0002,풍납휴먼빌,20231228,23000,29.02,20.19,3.0,,,2019.0,연립다세대,직거래,
2023,11215,광진구,10100,중곡동,1,대지,0252,0003,오페라하우스(252-3),20231228,14000,21.8,17.19,2.0,,,2008.0,연립다세대,중개거래,서울 광진구
2023,11500,강서구,10300,화곡동,1,대지,0046,0221,아인스빌(46-221),20231228,20000,34.31,13.22,6.0,,,2013.0,연립다세대,중개거래,서울 강서구
2023,11230,동대문구,10900,휘경동,1,대지,0336,0032,캠퍼스드림오피스텔,20231228,19400,16.04,0.0,10.0,,,2020.0,아파트,중개거래,서울 동대문구
2023,11290,성북구,13800,장위동,1,대지,0219,0240,창신빌라9차,20231228,24700,55.56,27.2,3.0,,,1996.0,연립다세대,중개거래,서울 성북구
2023,11620,관악구,10100,봉천동,1,대지,0634,0029,에덴빌라,20231228,19900,49.0,29.47,-1.0,,,1991.0,연립다세대,중개거래,서울 관악구
2023,11440,마포구,11000,노고산동,1,대지,0057,0018,신촌르·메이에르타운(I),20231228,12000,22.79,32.11,8.0,,,1999.0,오피스텔,중개거래,서울 마포구
2023,11530,구로구,10200,구로동,1,대지,0046,0004,하나세인스톤3차,20231228,13000,25.67,37.48,2.0,,,2011.0,오피스텔,중개거래,서울 구로구
2023,11710,송파구,10700,가락동,1,대지,0099,0003,제일오피스텔,20231228,18900,30.87,30.87,18.0,,,1992.0,오피스텔,중개거래,경기 성남분당구
2023,11710,송파구,10700,가락동,1,대지,0099,0003,제일오피스텔,20231228,18900,30.06,41.71,18.0,,,1992.0,오피스텔,중개거래,경기 성남분당구
2023,11710,송파구,11400,마천동,1,대지,0323,0014,여명아트빌101동,20231228,87500,79.59,41.04,3.0,,,2003.0,연립다세대,중개거래,서울 송파구
2023,11530,구로구,10700,개봉동,1,대지,0480,0000,현대홈타운,20231228,58000,59.49,0.0,6.0,,,2001.0,아파트,중개거래,"경기 시흥시, 서울 구로구"
2023,11500,강서구,10100,염창동,1,대지,0252,0002,제니스알앤씨,20231228,31800,29.0,16.0,6.0,,,2017.0,연립다세대,직거래,
2023,11380,은평구,10200,녹번동,1,대지,0086,0126,예원(86-126),20231228,51000,93.74,0.0,2.0,,,2004.0,아파트,중개거래,서울 은평구
2023,11650,서초구,10800,서초동,1,대지,1487,0063,서초1차e-편한세상,20231228,220000,130.53,0.0,4.0,,,2004.0,아파트,직거래,
2023,11215,광진구,10300,구의동,1,대지,0030,0005,선진빌라(30-5),20231228,16200,39.64,22.48,-1.0,,,1986.0,연립다세대,중개거래,서울 광진구
2023,11650,서초구,10100,방배동,1,대지,0332,0006,신구아트빌라B동,20231228,24800,58.16,6.93,-1.0,,,1991.0,연립다세대,중개거래,서울 관악구
2023,11620,관악구,10200,신림동,1,대지,0095,0091,뷰테라스,20231228,27500,29.99,21.07,4.0,,,2020.0,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,0095,0091,뷰테라스,20231228,27500,29.87,20.99,2.0,,,2020.0,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,0095,0091,뷰테라스,20231228,27500,29.92,21.02,3.0,,,2020.0,연립다세대,직거래,
2023,11680,강남구,10500,삼성동,1,대지,0098,0011,삼부아그레빌,20231228,190000,97.67,0.0,12.0,,,2003.0,아파트,중개거래,서울 강남구
2023,11710,송파구,11400,마천동,1,대지,0013,0006,부성빌라,20231228,15300,31.01,13.5,3.0,,,1997.0,연립다세대,중개거래,서울 송파구
2023,11320,도봉구,10600,방학동,1,대지,0608,0010,더존하우스,20231228,11000,28.9,17.64,4.0,,,2011.0,연립다세대,직거래,
2023,11590,동작구,10500,흑석동,1,대지,0340,0000,롯데캐슬에듀포레,20231228,135000,59.87,0.0,7.0,,,2018.0,아파트,중개거래,서울 동작구
2023,11560,영등포구,12600,양평동2가,1,대지,0043,0011,디에이원파크,20231228,23000,29.56,40.66,13.0,,20231229,2017.0,오피스텔,직거래,
2023,11620,관악구,10200,신림동,1,대지,0610,0165,2차한마음빌라,20231228,18000,38.35,20.63,1.0,,,1993.0,연립다세대,직거래,
2023,11500,강서구,10300,화곡동,1,대지,0918,0015,(918-15),20231228,10900,34.79,43.56,5.0,,,1997.0,오피스텔,중개거래,서울 강서구
2023,11530,구로구,10200,구로동,1,대지,0106,0002,대림역포스큐,20231228,12600,14.58,0.0,15.0,,,2015.0,아파트,직거래,
2023,11230,동대문구,10500,답십리동,1,대지,0080,0000,답십리청솔우성,20231228,90000,114.76,0.0,13.0,,,2000.0,아파트,중개거래,서울 동대문구
2023,11500,강서구,10300,화곡동,1,대지,0832,0021,경희하우스,20231228,20000,25.93,17.57,6.0,,,2017.0,연립다세대,직거래,
2023,11380,은평구,10600,대조동,1,대지,0005,0011,DasHaus,20231228,18000,16.35,0.0,4.0,,20231228,2013.0,아파트,직거래,
2023,11380,은평구,10100,수색동,1,대지,0417,0000,DMC롯데캐슬더퍼스트,20231228,59290,59.96,0.0,1.0,,,2021.0,아파트,직거래,
2023,11650,서초구,10800,서초동,1,대지,1308,0025,강남오피스텔,20231228,20700,35.21,48.59,13.0,,,2000.0,오피스텔,중개거래,서울 서초구
2023,11500,강서구,10200,등촌동,1,대지,0687,0000,"등촌1,2단지주공아파트",20231228,50000,41.85,0.0,15.0,,,1994.0,아파트,중개거래,대구 달성군
2023,11470,양천구,10200,목동,1,대지,0772,0011,정은스카이빌,20231228,59800,84.59,,11.0,,20240205,2002.0,아파트,직거래,
2023,11305,강북구,10100,미아동,1,대지,0811,0000,두산위브트레지움,20231228,84500,84.99,0.0,10.0,,,2011.0,아파트,직거래,
2023,11590,동작구,10500,흑석동,1,대지,0340,0000,롯데캐슬에듀포레,20231228,153000,84.99,0.0,10.0,,,2018.0,아파트,중개거래,서울 동작구
2023,11440,마포구,12500,성산동,1,대지,0446,0000,성산시영(유원),20231227,106700,59.43,0.0,2.0,,,1986.0,아파트,중개거래,서울 마포구
2023,11650,서초구,10700,반포동,1,대지,0003,0003,반포파크빌,20231227,175000,110.79,0.0,4.0,,,2002.0,아파트,중개거래,서울 서초구
2023,11380,은평구,10700,응암동,1,대지,0766,0000,백련산파크자이,20231227,41000,59.79,0.0,17.0,,,2021.0,아파트,직거래,
2023,11500,강서구,10100,염창동,1,대지,0066,0009,염창동한강우성,20231227,68700,65.88,0.0,4.0,,,1990.0,아파트,중개거래,서울 강서구
2023,11620,관악구,10100,봉천동,1,대지,1718,0000,벽산블루밍,20231227,69000,59.99,0.0,3.0,,,2005.0,아파트,중개거래,서울 관악구
2023,11440,마포구,12500,성산동,1,대지,0446,0000,성산시영(선경),20231227,90000,50.54,0.0,2.0,,,1986.0,아파트,중개거래,서울 마포구
2023,11440,마포구,12000,서교동,1,대지,0484,0034,서교그린빌라,20231227,32000,63.16,28.77,2.0,,,1996.0,연립다세대,중개거래,서울 마포구
2023,11215,광진구,10500,자양동,1,대지,0807,0005,신우르테르(807-5),20231227,36000,40.52,29.42,3.0,,,2008.0,연립다세대,중개거래,서울 광진구
2023,11740,강동구,10700,암사동,1,대지,0509,0000,선사현대아파트,20231227,85500,59.64,0.0,8.0,,,2000.0,아파트,중개거래,"서울 강동구, 서울 송파구"
2023,11620,관악구,10100,봉천동,1,대지,0041,0189,블루빌,20231227,18000,32.55,21.3,5.0,,,2013.0,연립다세대,직거래,
2023,11710,송파구,11400,마천동,1,대지,0582,0000,송파파크데일1단지,20231227,82000,84.86,0.0,11.0,,,2011.0,아파트,중개거래,서울 송파구
2023,11470,양천구,10300,신월동,1,대지,0023,0028,선진주택(23-28),20231227,9000,36.84,24.51,-1.0,,,1989.0,연립다세대,중개거래,서울 양천구
2023,11740,강동구,10700,암사동,1,대지,0456,0079,새롬빌라(456-79),20231227,31700,63.77,28.8,2.0,,,2003.0,연립다세대,직거래,
2023,11650,서초구,10300,우면동,1,대지,0773,0000,서초힐스,20231227,123000,74.97,0.0,8.0,,,2012.0,아파트,중개거래,서울 서초구
2023,11200,성동구,11000,금호동2가,1,대지,0001,0000,신금호파크자이,20231227,137000,84.98,0.0,16.0,,,2016.0,아파트,직거래,
2023,11500,강서구,10300,화곡동,1,대지,0055,0041,삼익헤스티아(55-41),20231227,14500,24.99,15.15,4.0,,,2011.0,연립다세대,중개거래,서울 강서구
2023,11290,성북구,13800,장위동,1,대지,0219,0206,시온아트빌,20231227,28000,52.67,42.88,3.0,,,2016.0,연립다세대,직거래,
2023,11215,광진구,10900,군자동,1,대지,0160,0007,경원빌라,20231227,34000,55.2,28.22,3.0,,,2004.0,연립다세대,중개거래,서울 광진구
2023,11200,성동구,10200,하왕십리동,1,대지,0890,0181,동인드림힐스,20231227,19300,19.24,31.56,11.0,,,2017.0,오피스텔,중개거래,서울 성동구
2023,11500,강서구,10300,화곡동,1,대지,0354,0038,로빈하우스,20231227,26000,37.03,23.36,2.0,,,2016.0,연립다세대,중개거래,서울 강서구
2023,11380,은평구,10900,신사동,1,대지,0200,0021,대신주택(200-21),20231227,16000,62.53,24.73,5.0,,,2004.0,연립다세대,중개거래,서울 은평구
2023,11620,관악구,10200,신림동,1,대지,0610,0341,동성빌라3차,20231227,15000,57.34,23.66,2.0,,,1995.0,연립다세대,중개거래,서울 관악구
2023,11545,금천구,10200,독산동,1,대지,0289,0012,메이씨티 오피스텔,20231227,25000,55.77,66.65,12.0,,,2005.0,오피스텔,직거래,
2023,11410,서대문구,12000,남가좌동,1,대지,0387,0000,디엠씨엘가,20231227,13500,13.03,0.0,6.0,,,2017.0,아파트,중개거래,서울 서대문구
2023,11350,노원구,10600,중계동,1,대지,0583,0000,금호타운(583),20231227,70000,84.98,0.0,8.0,,,1997.0,아파트,직거래,
2023,11380,은평구,10500,구산동,1,대지,0023,0005,고은집A,20231227,32500,78.21,40.4,4.0,,,2003.0,연립다세대,중개거래,서울 은평구
2023,11470,양천구,10100,신정동,1,대지,1196,0021,동심하이츠빌라,20231227,48000,60.09,38.17,1.0,,,1994.0,연립다세대,중개거래,서울 마포구
2023,11740,강동구,10300,상일동,1,대지,0515,0000,고덕숲아이파크,20231227,127500,84.97,0.0,16.0,,,2018.0,아파트,중개거래,서울 강동구
2023,11545,금천구,10200,독산동,1,대지,1051,0016,골드클래스,20231227,24800,27.41,17.67,3.0,,,2019.0,연립다세대,중개거래,서울 금천구
2023,11470,양천구,10100,신정동,1,대지,0325,0000,목동신시가지11,20231227,110000,51.48,0.0,4.0,,,1988.0,아파트,중개거래,서울 양천구
2023,11110,종로구,10700,적선동,1,대지,0156,0000,광화문 플래티넘,20231227,35000,51.24,73.69,4.0,,,2003.0,오피스텔,중개거래,"서울 용산구, 서울 종로구"
2023,11560,영등포구,11700,당산동,1,대지,0121,0003,나온타워,20231227,12000,15.38,6.23,4.0,,,2013.0,연립다세대,직거래,
2023,11260,중랑구,10400,묵동,1,대지,0250,0054,월드쉐르빌,20231227,32000,59.13,28.4,2.0,,,2016.0,연립다세대,중개거래,서울 동대문구
2023,11170,용산구,12800,한강로3가,1,대지,0065,0230,한강대우트럼프월드3,20231227,129000,105.4,147.08,28.0,,,2004.0,오피스텔,직거래,
2023,11170,용산구,12500,한강로2가,1,대지,0002,0011,한강로대우아이빌,20231227,36500,29.53,0.0,15.0,,,2004.0,아파트,중개거래,서울 용산구
2023,11215,광진구,10500,자양동,1,대지,0684,0005,진성빌,20231227,37500,20.25,16.55,3.0,,,2017.0,연립다세대,중개거래,서울 광진구
2023,11215,광진구,10500,자양동,1,대지,0804,0004,해피하우스(A동),20231227,50000,51.12,35.88,5.0,,,2016.0,연립다세대,중개거래,서울 광진구
2023,11710,송파구,10800,문정동,1,대지,0652,0001,프라비다옥토,20231227,16500,21.73,32.27,7.0,,,2016.0,오피스텔,중개거래,서울 송파구
2023,11215,광진구,10100,중곡동,,,,,,20231227,105000,268.46,119.0,,,,1971.0,단독다가구,중개거래,세종시
2023,11440,마포구,12200,합정동,1,대지,0375,0023,한올빌라D,20231227,17000,33.46,25.78,2.0,,,1990.0,연립다세대,중개거래,서울 마포구
2023,11740,강동구,10500,길동,1,대지,0400,0000,길동우성,20231227,75000,84.75,0.0,1.0,,20231230,1994.0,아파트,중개거래,서울 강동구
2023,11140,중구,16500,황학동,1,대지,1257,0000,한양립스 이노와이즈,20231227,19500,21.72,32.36,8.0,,,2021.0,오피스텔,중개거래,서울 중구
2023,11620,관악구,10200,신림동,1,대지,0547,0028,포도원쉐르빌,20231227,22000,29.67,24.38,2.0,,,2012.0,연립다세대,중개거래,서울 관악구
2023,11440,마포구,12300,망원동,1,대지,0057,0097,이레쉐르빌(57-97),20231227,23000,32.55,22.15,5.0,,,2008.0,연립다세대,직거래,
2023,11350,노원구,10600,중계동,1,대지,0161,0001,중앙하이츠,20231227,61000,84.98,0.0,13.0,,,1998.0,아파트,중개거래,서울 노원구
2023,11410,서대문구,11100,홍제동,1,대지,0331,0000,홍제현대,20231227,80500,83.05,0.0,2.0,,,1992.0,아파트,중개거래,서울 서대문구
2023,11590,동작구,10200,상도동,1,대지,0126,0070,은하수빌라,20231227,28000,66.25,36.04,2.0,,,2002.0,연립다세대,중개거래,서울 동작구
2023,11305,강북구,10300,수유동,1,대지,0486,0114,트라움하우스(가),20231227,10700,43.93,27.7,2.0,,,2001.0,연립다세대,중개거래,서울 강북구
2023,11350,노원구,10600,중계동,1,대지,0161,0001,중앙하이츠,20231227,61000,84.98,0.0,13.0,,20240327,1998.0,아파트,중개거래,서울 노원구
2023,11140,중구,16500,황학동,1,대지,0019,0000,주건축물제1동,20231227,17500,23.81,31.67,5.0,,,,오피스텔,중개거래,서울 중구
2023,11170,용산구,12900,이촌동,1,대지,0404,0000,한가람,20231227,185000,84.89,0.0,4.0,,,1998.0,아파트,중개거래,서울 용산구
2023,11650,서초구,10800,서초동,1,대지,1674,0005,하림인터내셔날 오피스텔,20231227,25800,24.12,40.19,9.0,,,2013.0,오피스텔,중개거래,서울 서초구
2023,11560,영등포구,12100,문래동3가,,,,,,20231227,114000,26.68,61.8,,,20231229,1942.0,단독다가구,중개거래,서울 영등포구
2023,11200,성동구,12200,용답동,1,대지,0016,0007,(16-7),20231227,28000,15.06,15.0,2.0,,,2023.0,연립다세대,직거래,
2023,11215,광진구,10500,자양동,1,대지,0804,0004,해피하우스(A동),20231227,50000,51.12,35.88,5.0,,20240304,2016.0,연립다세대,중개거래,서울 광진구
2023,11200,성동구,12200,용답동,1,대지,0016,0007,(16-7),20231227,32000,18.51,18.44,2.0,,,2023.0,연립다세대,직거래,
2023,11290,성북구,10400,동소문동1가,1,대지,0140,0071,초원하이츠빌,20231226,47000,106.42,54.26,5.0,,,2003.0,연립다세대,중개거래,서울 성북구
2023,11200,성동구,11400,성수동1가,1,대지,0013,0163,청호 서울숲 뜨레피움 오피스텔,20231226,23000,19.03,26.93,3.0,,,2018.0,오피스텔,중개거래,서울 성동구
2023,11710,송파구,10800,문정동,1,대지,0618,0000,파크하비오,20231226,47000,50.02,63.39,18.0,,,,오피스텔,중개거래,서울 송파구
2023,11500,강서구,10300,화곡동,1,대지,0424,0018,대동빌,20231226,23500,24.11,15.59,2.0,,20231229,2020.0,연립다세대,직거래,
2023,11110,종로구,16200,효제동,1,대지,0065,0002,포레스트힐시티,20231226,16000,18.51,0.0,12.0,,,2017.0,아파트,직거래,
2023,11740,강동구,10900,천호동,1,대지,0449,0049,힐탑프라자,20231226,9300,20.48,24.26,5.0,,,1994.0,오피스텔,중개거래,서울 강동구
2023,11305,강북구,10100,미아동,1,대지,0705,0001,한화 포레나 미아,20231226,115215,84.97,0.0,7.0,분양권,,0.0,아파트,직거래,
2023,11740,강동구,10900,천호동,1,대지,0015,0005,지혜빌,20231226,32000,36.32,22.03,3.0,,,2018.0,연립다세대,중개거래,서울 강동구
2023,11620,관악구,10200,신림동,1,대지,1639,0051,푸리마타운,20231226,12000,12.25,0.0,10.0,,,2014.0,아파트,직거래,
2023,11380,은평구,10300,불광동,1,대지,0016,0150,한울채(16-150),20231226,22000,27.19,27.41,2.0,,,2017.0,연립다세대,중개거래,서울 은평구
2023,11590,동작구,10500,흑석동,1,대지,0328,0000,흑석동양아파트,20231226,94000,84.99,0.0,10.0,,,2003.0,아파트,중개거래,서울 동작구
2023,11320,도봉구,10600,방학동,1,대지,0719,0002,북한산현대렉시온오피스텔,20231226,14500,32.1,41.84,13.0,,,2004.0,오피스텔,직거래,
2023,11740,강동구,10900,천호동,1,대지,0231,0051,더-티움2차비동,20231226,30000,45.34,29.32,4.0,,,2018.0,연립다세대,직거래,
2023,11470,양천구,10200,목동,1,대지,0547,0003,목련주택,20231226,15800,41.44,30.03,-1.0,,,1986.0,연립다세대,중개거래,서울 양천구
2023,11470,양천구,10100,신정동,1,대지,0327,0000,목동신시가지13,20231226,110000,53.9,0.0,15.0,,,1987.0,아파트,중개거래,서울 양천구
2023,11440,마포구,10300,신공덕동,1,대지,0003,0003,블루마리오피스텔,20231226,16500,18.02,34.44,15.0,,,2017.0,오피스텔,중개거래,서울 마포구
2023,11320,도봉구,10600,방학동,1,대지,0719,0002,북한산현대렉시온오피스텔,20231226,10000,26.4,34.42,2.0,,,2004.0,오피스텔,직거래,
2023,11230,동대문구,10100,신설동,1,대지,0089,0053,동은컴페니언오피스텔,20231226,12800,31.8,45.25,7.0,,,2003.0,오피스텔,중개거래,서울 동대문구
2023,11215,광진구,10400,광장동,1,대지,0457,0017,명성11,20231226,35000,51.78,30.08,3.0,,,2013.0,연립다세대,중개거래,경기 성남중원구
